#complex,groundtruth,simcomplex,simground,z3res,verificationtime
(x&y)*(x|y)+(x&~y)*(~x&y),x*y,x*y,x*y,True,0.01786327362060547
(x&x)*(x|x)+(x&~x)*(~x&x),x*x,x*x,x*x,True,0.01692342758178711
(x&y)*(x|y)+(x&~y)*(~x&y)-41,x*y-41,x*y+41*~(x&~x),x*y+41*~(x&~x),True,0.017565011978149414
(x&y)*(x|y)+(x&~y)*(~x&y)-165,x*y-165,x*y+165*~(x&~x),x*y+165*~(x&~x),True,0.017498254776000977
(x&y)*(x|y)+(x&~y)*(~x&y)-113,x*y-113,x*y+113*~(x&~x),x*y+113*~(x&~x),True,0.017561674118041992
(x&y)*(x|y)+(x&~y)*(~x&y)+35,x*y+35,x*y-35*~(x&~x),x*y-35*~(x&~x),True,0.01747727394104004
(x&y)*(x|y)+(x&~y)*(~x&y)+237,x*y+237,x*y-237*~(x&~x),x*y-237*~(x&~x),True,0.01738262176513672
(x&y)*(x|y)+(x&~y)*(~x&y)-101,x*y-101,x*y+101*~(x&~x),x*y+101*~(x&~x),True,0.017440080642700195
(x&y)*(x|y)+(x&~y)*(~x&y)+46,x*y+46,x*y-46*~(x&~x),x*y-46*~(x&~x),True,0.017688512802124023
(x&y)*(x|y)+(x&~y)*(~x&y)-129,x*y-129,x*y+129*~(x&~x),x*y+129*~(x&~x),True,0.014207601547241211
(x&y)*(x|y)+(x&~y)*(~x&y)-157,x*y-157,x*y+157*~(x&~x),x*y+157*~(x&~x),True,0.017084836959838867
(x&y)*(x|y)+(x&~y)*(~x&y)-83,x*y-83,x*y+83*~(x&~x),x*y+83*~(x&~x),True,0.013085126876831055
(x&y)*(x|y)+(x&~y)*(~x&y)+5,x*y+5,x*y-5*~(x&~x),x*y-5*~(x&~x),True,0.009519577026367188
(x&y)*(x|y)+(x&~y)*(~x&y)-131,x*y-131,x*y+131*~(x&~x),x*y+131*~(x&~x),True,0.00952005386352539
(x&y)*(x|y)+(x&~y)*(~x&y)-248,x*y-248,x*y+248*~(x&~x),x*y+248*~(x&~x),True,0.009462594985961914
(x&y)*(x|y)+(x&~y)*(~x&y)+4,x*y+4,x*y-4*~(x&~x),x*y-4*~(x&~x),True,0.009574651718139648
(x&y)*(x|y)+(x&~y)*(~x&y)-27,x*y-27,x*y+27*~(x&~x),x*y+27*~(x&~x),True,0.009453058242797852
(x&y)*(x|y)+(x&~y)*(~x&y)+15,x*y+15,x*y-15*~(x&~x),x*y-15*~(x&~x),True,0.009466171264648438
(x&y)*(x|y)+(x&~y)*(~x&y)-193,x*y-193,x*y+193*~(x&~x),x*y+193*~(x&~x),True,0.009563922882080078
(x&y)*(x|y)+(x&~y)*(~x&y)-271,x*y-271,x*y+271*~(x&~x),x*y+271*~(x&~x),True,0.009515047073364258
(x&y)*(x|y)+(x&~y)*(~x&y)-76,x*y-76,x*y+76*~(x&~x),x*y+76*~(x&~x),True,0.009454965591430664
(x&y)*(x|y)+(x&~y)*(~x&y)-236,x*y-236,x*y+236*~(x&~x),x*y+236*~(x&~x),True,0.009464025497436523
(x&y)*(x|y)+(x&~y)*(~x&y)+279,x*y+279,x*y-279*~(x&~x),x*y-279*~(x&~x),True,0.009510040283203125
(x&y)*(x|y)+(x&~y)*(~x&y)-227,x*y-227,x*y+227*~(x&~x),x*y+227*~(x&~x),True,0.009560823440551758
(x&y)*(x|y)+(x&~y)*(~x&y)+237,x*y+237,x*y-237*~(x&~x),x*y-237*~(x&~x),True,0.009496927261352539
(x&y)*(x|y)+(x&~y)*(~x&y)+174,x*y+174,x*y-174*~(x&~x),x*y-174*~(x&~x),True,0.009514808654785156
(x&y)*(x|y)+(x&~y)*(~x&y)+176,x*y+176,x*y-176*~(x&~x),x*y-176*~(x&~x),True,0.009636402130126953
(x&y)*(x|y)+(x&~y)*(~x&y)+100,x*y+100,x*y-100*~(x&~x),x*y-100*~(x&~x),True,0.009599685668945312
(x&y)*(x|y)+(x&~y)*(~x&y)+125,x*y+125,x*y-125*~(x&~x),x*y-125*~(x&~x),True,0.009498119354248047
(x&y)*(x|y)+(x&~y)*(~x&y)-5,x*y-5,x*y+5*~(x&~x),x*y+5*~(x&~x),True,0.009500741958618164
(x&y)*(x|y)+(x&~y)*(~x&y)-203,x*y-203,x*y+203*~(x&~x),x*y+203*~(x&~x),True,0.009452581405639648
(x&y)*(x|y)+(x&~y)*(~x&y)-270,x*y-270,x*y+270*~(x&~x),x*y+270*~(x&~x),True,0.009505510330200195
(x&y)*(x|y)+(x&~y)*(~x&y)+83,x*y+83,x*y-83*~(x&~x),x*y-83*~(x&~x),True,0.009491682052612305
(x&y)*(x|y)+(x&~y)*(~x&y)+287,x*y+287,x*y-287*~(x&~x),x*y-287*~(x&~x),True,0.009564399719238281
(x&y)*(x|y)+(x&~y)*(~x&y)-13,x*y-13,x*y+13*~(x&~x),x*y+13*~(x&~x),True,0.009551763534545898
(x&y)*(x|y)+(x&~y)*(~x&y)-16,x*y-16,x*y+16*~(x&~x),x*y+16*~(x&~x),True,0.009546279907226562
(x&y)*(x|y)+(x&~y)*(~x&y)-50,x*y-50,x*y+50*~(x&~x),x*y+50*~(x&~x),True,0.009464263916015625
(x&y)*(x|y)+(x&~y)*(~x&y)-268,x*y-268,x*y+268*~(x&~x),x*y+268*~(x&~x),True,0.009582996368408203
(x&y)*(x|y)+(x&~y)*(~x&y)+261,x*y+261,x*y-261*~(x&~x),x*y-261*~(x&~x),True,0.009604454040527344
(x&y)*(x|y)+(x&~y)*(~x&y)+127,x*y+127,x*y-127*~(x&~x),x*y-127*~(x&~x),True,0.009493350982666016
(x&y)*(x|y)+(x&~y)*(~x&y)+62,x*y+62,x*y-62*~(x&~x),x*y-62*~(x&~x),True,0.009528636932373047
(x&y)*(x|y)+(x&~y)*(~x&y)+173,x*y+173,x*y-173*~(x&~x),x*y-173*~(x&~x),True,0.009568929672241211
(x&y)*(x|y)+(x&~y)*(~x&y)-20,x*y-20,x*y+20*~(x&~x),x*y+20*~(x&~x),True,0.009573936462402344
(x&y)*(x|y)+(x&~y)*(~x&y)-151,x*y-151,x*y+151*~(x&~x),x*y+151*~(x&~x),True,0.009526729583740234
(x&y)*(x|y)+(x&~y)*(~x&y)-294,x*y-294,x*y+294*~(x&~x),x*y+294*~(x&~x),True,0.009427309036254883
(x&y)*(x|y)+(x&~y)*(~x&y)-237,x*y-237,x*y+237*~(x&~x),x*y+237*~(x&~x),True,0.009570837020874023
(x&y)*(x|y)+(x&~y)*(~x&y)-203,x*y-203,x*y+203*~(x&~x),x*y+203*~(x&~x),True,0.009593486785888672
(x&y)*(x|y)+(x&~y)*(~x&y)-206,x*y-206,x*y+206*~(x&~x),x*y+206*~(x&~x),True,0.009615182876586914
(x&y)*(x|y)+(x&~y)*(~x&y)-74,x*y-74,x*y+74*~(x&~x),x*y+74*~(x&~x),True,0.009607076644897461
(x&y)*(x|y)+(x&~y)*(~x&y)+227,x*y+227,x*y-227*~(x&~x),x*y-227*~(x&~x),True,0.009639978408813477
(x&y)*(x|y)+(x&~y)*(~x&y)-188,x*y-188,x*y+188*~(x&~x),x*y+188*~(x&~x),True,0.00963282585144043
(x&y)*(x|y)+(x&~y)*(~x&y)-98,x*y-98,x*y+98*~(x&~x),x*y+98*~(x&~x),True,0.009648561477661133
(x&y)*(x|y)+(x&~y)*(~x&y)-253,x*y-253,x*y+253*~(x&~x),x*y+253*~(x&~x),True,0.009664773941040039
(x&y)*(x|y)+(x&~y)*(~x&y)-32,x*y-32,x*y+32*~(x&~x),x*y+32*~(x&~x),True,0.009637832641601562
